MATERIAL_NUMBER,Order Count,ABC,PICK_FACE_NO_OF_LOC
ITM6324,2,C,1
ITM6196,2,C,1
ITM1380,2,C,1
ITM6193,2,C,1
ITM3741,2,C,1
ITM5549,2,C,1
ITM327,2,C,1
ITM6711,2,C,1
ITM5793,2,C,1
ITM4500,2,C,1
ITM1520,2,C,1
ITM6445,2,C,1
ITM842,2,C,1
ITM3073,2,C,1
ITM793,2,C,1
ITM2634,2,C,1
ITM6531,2,C,1
ITM6948,2,C,1
ITM3068,2,C,1
ITM6289,2,C,1
ITM2759,2,C,1
ITM6654,2,C,1
ITM5518,2,C,1
ITM6732,2,C,1
ITM6449,2,C,1
ITM2822,2,C,1
ITM808,2,C,1
ITM5986,2,C,1
ITM5670,2,C,1
ITM5377,2,C,1
ITM1077,2,C,1
ITM636,2,C,1
ITM5425,2,C,1
ITM46,2,C,1
ITM6017,2,C,1
ITM848,2,C,1
ITM6601,2,C,1
ITM2305,2,C,1
ITM6777,2,C,1
ITM6718,2,C,1
ITM1982,2,C,1
ITM5327,2,C,1
ITM5677,2,C,1
ITM6660,2,C,1
ITM6835,2,C,1
ITM6692,2,C,1
ITM5362,2,C,1
ITM2454,2,C,1
ITM6474,2,C,1
ITM574,2,C,1
ITM5967,2,C,1
ITM2755,2,C,1
ITM777,2,C,1
ITM2121,2,C,1
ITM1381,2,C,1
ITM5864,2,C,1
ITM5903,2,C,1
ITM2681,2,C,1
ITM4674,2,C,1
ITM5318,2,C,1
ITM2952,2,C,1
ITM448,2,C,1
ITM3066,2,C,1
ITM396,2,C,1
ITM3216,2,C,1
ITM4477,2,C,1
ITM5302,1,C,1
ITM5399,1,C,1
ITM5139,1,C,1
ITM5908,1,C,1
ITM714,1,C,1
ITM791,1,C,1
ITM6827,1,C,1
ITM6192,1,C,1
ITM5842,1,C,1
ITM6195,1,C,1
ITM5623,1,C,1
ITM6212,1,C,1
ITM6881,1,C,1
ITM3302,1,C,1
ITM70,1,C,1
ITM2666,1,C,1
ITM6782,1,C,1
ITM781,1,C,1
ITM3527,1,C,1
ITM5176,1,C,1
ITM6319,1,C,1
ITM6815,1,C,1
ITM6480,1,C,1
ITM6044,1,C,1
ITM6229,1,C,1
ITM1314,1,C,1
ITM5468,1,C,1
ITM5530,1,C,1
ITM6138,1,C,1
ITM2994,1,C,1
ITM2979,1,C,1
ITM5357,1,C,1
ITM6217,1,C,1
ITM6633,1,C,1
ITM6309,1,C,1
ITM2418,1,C,1
ITM6808,1,C,1
ITM6902,1,C,1
ITM5328,1,C,1
ITM5228,1,C,1
ITM6588,1,C,1
ITM3321,1,C,1
ITM5466,1,C,1
ITM6853,1,C,1
ITM5804,1,C,1
ITM5821,1,C,1
ITM6337,1,C,1
ITM3323,1,C,1
ITM5421,1,C,1
ITM6781,1,C,1
ITM6213,1,C,1
ITM6216,1,C,1
ITM2479,1,C,1
ITM4048,1,C,1
ITM5962,1,C,1
ITM6519,1,C,1
ITM4459,1,C,1
ITM5522,1,C,1
ITM5356,1,C,1
ITM6910,1,C,1
ITM5354,1,C,1
ITM4470,1,C,1
ITM5277,1,C,1
ITM5270,1,C,1
ITM84,1,C,1
ITM387,1,C,1
ITM5919,1,C,1
ITM5406,1,C,1
ITM2692,1,C,1
ITM6792,1,C,1
ITM1286,1,C,1
ITM6981,1,C,1
ITM6302,1,C,1
ITM741,1,C,1
ITM5813,1,C,1
ITM5398,1,C,1
ITM2023,1,C,1
ITM5223,1,C,1
ITM6736,1,C,1
ITM4558,1,C,1
ITM6325,1,C,1
ITM2889,1,C,1
ITM309,1,C,1
ITM5417,1,C,1
ITM3765,1,C,1
ITM5939,1,C,1
ITM6293,1,C,1
ITM6907,1,C,1
ITM4258,1,C,1
ITM3515,1,C,1
ITM6661,1,C,1
ITM6218,1,C,1
ITM851,1,C,1
ITM6294,1,C,1
ITM6377,1,C,1
ITM5345,1,C,1
ITM3997,1,C,1
ITM6793,1,C,1
ITM1046,1,C,1
ITM6323,1,C,1
ITM4134,1,C,1
ITM5476,1,C,1
ITM6831,1,C,1
ITM2880,1,C,1
ITM6836,1,C,1
ITM6982,1,C,1
ITM6733,1,C,1
ITM5637,1,C,1
ITM6143,1,C,1
ITM5946,1,C,1
ITM6954,1,C,1
ITM6962,1,C,1
ITM1727,1,C,1
ITM5306,1,C,1
ITM4072,1,C,1
ITM6638,1,C,1
ITM6999,1,C,1
ITM6667,1,C,1
ITM6206,1,C,1
ITM6726,1,C,1
ITM3619,1,C,1
ITM5427,1,C,1
ITM5274,1,C,1
ITM6533,1,C,1
ITM803,1,C,1
ITM5465,1,C,1
ITM5611,1,C,1
ITM6314,1,C,1
ITM3220,1,C,1
ITM6635,1,C,1
ITM6891,1,C,1
ITM6300,1,C,1
ITM6171,1,C,1
ITM6316,1,C,1
ITM6402,1,C,1
ITM6957,1,C,1
ITM6719,1,C,1
ITM5515,1,C,1
ITM1547,1,C,1
ITM3811,1,C,1
ITM5113,1,C,1
ITM1722,1,C,1
ITM3028,1,C,1
ITM6905,1,C,1
ITM6922,1,C,1
ITM6916,1,C,1
ITM5600,1,C,1
ITM6899,1,C,1
ITM3071,1,C,1
ITM4172,1,C,1
ITM6973,1,C,1
ITM5125,1,C,1
ITM6689,1,C,1
ITM5523,1,C,1
ITM5493,1,C,1
ITM4215,1,C,1
ITM6669,1,C,1
ITM5108,1,C,1
ITM5230,1,C,1
ITM5374,1,C,1
ITM6865,1,C,1
ITM6624,1,C,1
ITM6956,1,C,1
ITM5364,1,C,1
ITM4115,1,C,1
ITM2018,1,C,1
ITM6927,1,C,1
ITM6338,1,C,1
ITM6896,1,C,1
ITM5415,1,C,1
ITM3911,1,C,1
ITM6833,1,C,1
ITM452,1,C,1
ITM5721,1,C,1
ITM2985,1,C,1
ITM6911,1,C,1
ITM5078,1,C,1
ITM6767,1,C,1
ITM3700,1,C,1
ITM5242,1,C,1
ITM6844,1,C,1
ITM5140,1,C,1
ITM2881,1,C,1
ITM5914,1,C,1
ITM5272,1,C,1
ITM329,1,C,1
ITM6448,1,C,1
ITM5393,1,C,1
ITM6797,1,C,1
ITM3175,1,C,1
ITM5630,1,C,1
ITM6784,1,C,1
ITM5507,1,C,1
ITM5244,1,C,1
ITM2629,1,C,1
ITM5301,1,C,1
ITM6998,1,C,1
ITM6142,1,C,1
ITM6841,1,C,1
ITM6861,1,C,1
ITM200,1,C,1
ITM5920,1,C,1
ITM6209,1,C,1
ITM2625,1,C,1
ITM5359,1,C,1
ITM6997,1,C,1
ITM2315,1,C,1
ITM5416,1,C,1
ITM6687,1,C,1
ITM5455,1,C,1
ITM5833,1,C,1
ITM593,1,C,1
ITM6914,1,C,1
ITM1630,1,C,1
ITM5510,1,C,1
ITM16,1,C,1
ITM1294,1,C,1
ITM6231,1,C,1
ITM5019,1,C,1
ITM3907,1,C,1
ITM1621,1,C,1
ITM6724,1,C,1
ITM6199,1,C,1
ITM6977,1,C,1
ITM6958,1,C,1
ITM6809,1,C,1
ITM6931,1,C,1
ITM6674,1,C,1
ITM6857,1,C,1
ITM5344,1,C,1
ITM6992,1,C,1
ITM5412,1,C,1
ITM3347,1,C,1
ITM2780,1,C,1
ITM5443,1,C,1
ITM5647,1,C,1
ITM1752,1,C,1
ITM629,1,C,1
ITM6950,1,C,1
ITM6219,1,C,1
ITM3531,1,C,1
ITM6710,1,C,1
ITM6691,1,C,1
ITM6688,1,C,1
ITM37,1,C,1
ITM1561,1,C,1
ITM6908,1,C,1
ITM3217,1,C,1
ITM4563,1,C,1
ITM3809,1,C,1
ITM6801,1,C,1
ITM6708,1,C,1
ITM6682,1,C,1
ITM6953,1,C,1
ITM6995,1,C,1
ITM6076,1,C,1
ITM776,1,C,1
ITM5326,1,C,1
ITM5514,1,C,1
ITM2837,1,C,1
ITM6951,1,C,1
ITM6676,1,C,1
ITM6662,1,C,1
ITM352,1,C,1
ITM7003,1,C,1
ITM2810,1,C,1
ITM5620,1,C,1
ITM6806,1,C,1
ITM6737,1,C,1
ITM6966,1,C,1
ITM5474,1,C,1
ITM5279,1,C,1
ITM6310,1,C,1
ITM6843,1,C,1
ITM6766,1,C,1
ITM6572,1,C,1
ITM5207,1,C,1
ITM5178,1,C,1
ITM6942,1,C,1
ITM6819,1,C,1
ITM6871,1,C,1
ITM6986,1,C,1
ITM6716,1,C,1
ITM6906,1,C,1
ITM6016,1,C,1
ITM6889,1,C,1
ITM1624,1,C,1
ITM5329,1,C,1
ITM5520,1,C,1
ITM6123,1,C,1
ITM6215,1,C,1
ITM4053,1,C,1
ITM6291,1,C,1
ITM6079,1,C,1
ITM5419,1,C,1
ITM6183,1,C,1
ITM5397,1,C,1
ITM6621,1,C,1
ITM4662,1,C,1
ITM5080,1,C,1
ITM6739,1,C,1
ITM4148,1,C,1
ITM6920,1,C,1
ITM6188,1,C,1
ITM638,1,C,1
ITM150,1,C,1
ITM5352,1,C,1
ITM3624,1,C,1
ITM6919,1,C,1
ITM6582,1,C,1
ITM5777,1,C,1
ITM4089,1,C,1
ITM6847,1,C,1
ITM5236,1,C,1
ITM2767,1,C,1
ITM2932,1,C,1
ITM1447,1,C,1
ITM1703,1,C,1
ITM6984,1,C,1
ITM6207,1,C,1
ITM6735,1,C,1
ITM1725,1,C,1
ITM6979,1,C,1
ITM2352,1,C,1
ITM841,1,C,1
ITM6994,1,C,1
ITM6894,1,C,1
ITM531,1,C,1
ITM5828,1,C,1
ITM5454,1,C,1
ITM5812,1,C,1
ITM5418,1,C,1
ITM6315,1,C,1
ITM6846,1,C,1
ITM6971,1,C,1
ITM4495,1,C,1
ITM2703,1,C,1
ITM3802,1,C,1
ITM5243,1,C,1
ITM4504,1,C,1
ITM6298,1,C,1
ITM5120,1,C,1
ITM4417,1,C,1
ITM934,1,C,1
ITM1639,1,C,1
ITM6725,1,C,1
ITM6810,1,C,1
ITM6934,1,C,1
ITM5286,1,C,1
ITM5442,1,C,1
ITM3277,1,C,1
ITM5026,1,C,1
ITM456,1,C,1
ITM6936,1,C,1
ITM6211,1,C,1
ITM6521,1,C,1
ITM5289,1,C,1
ITM6852,1,C,1
ITM2974,1,C,1
ITM6458,1,C,1
ITM5467,1,C,1
ITM6851,1,C,1
ITM5358,1,C,1
ITM6816,1,C,1
ITM6898,1,C,1
ITM5423,1,C,1
ITM5624,1,C,1
ITM6903,1,C,1
ITM6080,1,C,1
ITM6579,1,C,1
ITM6944,1,C,1
ITM6862,1,C,1
ITM6728,1,C,1
ITM6237,1,C,1
ITM6832,1,C,1
ITM6918,1,C,1
ITM6141,1,C,1
ITM5369,1,C,1
ITM2396,1,C,1
ITM5433,1,C,1
ITM6690,1,C,1
ITM5131,1,C,1
ITM549,1,C,1
ITM3144,1,C,1
ITM6820,1,C,1
ITM6870,1,C,1
ITM6935,1,C,1
ITM6972,1,C,1
ITM6573,1,C,1
ITM2498,1,C,1
ITM3855,1,C,1
ITM2986,1,C,1
ITM5489,1,C,1
ITM5067,1,C,1
ITM5394,1,C,1
ITM6317,1,C,1
ITM6234,1,C,1
ITM5059,1,C,1
ITM3873,1,C,1
ITM6210,1,C,1
ITM3300,1,C,1
ITM4109,1,C,1
ITM2326,1,C,1
ITM1965,1,C,1
ITM6675,1,C,1
ITM1647,1,C,1
ITM5635,1,C,1
ITM6949,1,C,1
ITM6365,1,C,1
ITM1618,1,C,1
ITM2929,1,C,1
ITM5803,1,C,1
ITM663,1,C,1
ITM6790,1,C,1
ITM6882,1,C,1
ITM2622,1,C,1
ITM4171,1,C,1
ITM5972,1,C,1
ITM6571,1,C,1
ITM2991,1,C,1
ITM6463,1,C,1
ITM2862,1,C,1
ITM6925,1,C,1
ITM6740,1,C,1
ITM5431,1,C,1
ITM2068,1,C,1
ITM6729,1,C,1
ITM6447,1,C,1
ITM268,1,C,1
ITM3722,1,C,1
ITM5451,1,C,1
ITM5396,1,C,1
ITM6923,1,C,1
ITM6696,1,C,1
ITM6078,1,C,1
ITM6568,1,C,1
ITM6033,1,C,1
ITM2933,1,C,1
ITM6753,1,C,1
ITM6804,1,C,1
ITM5112,1,C,1
ITM2412,1,C,1
ITM6395,1,C,1
ITM3326,1,C,1
ITM6504,1,C,1
ITM2451,1,C,1
ITM5028,1,C,1
ITM6570,1,C,1
ITM6834,1,C,1
ITM544,1,C,1
ITM954,1,C,1
ITM4551,1,C,1
ITM2010,1,C,1
ITM5499,1,C,1
ITM5402,1,C,1
ITM3904,1,C,1
ITM6895,1,C,1
ITM6240,1,C,1
ITM5395,1,C,1
ITM4598,1,C,1
ITM6311,1,C,1
ITM6239,1,C,1
ITM6863,1,C,1
ITM6483,1,C,1
ITM5796,1,C,1
ITM5432,1,C,1
ITM6086,1,C,1
ITM1644,1,C,1
ITM5276,1,C,1
ITM6569,1,C,1
ITM97,1,C,1
ITM3879,1,C,1
ITM6069,1,C,1
ITM3254,1,C,1
ITM5400,1,C,1
ITM6796,1,C,1
ITM243,1,C,1
ITM5513,1,C,1
ITM6384,1,C,1
ITM5229,1,C,1
ITM3888,1,C,1
ITM6860,1,C,1
ITM5119,1,C,1
ITM5572,1,C,1
ITM289,1,C,1
ITM2156,1,C,1
ITM6976,1,C,1
ITM5287,1,C,1
ITM1446,1,C,1
ITM7001,1,C,1
ITM321,1,C,1
ITM5031,1,C,1
ITM805,1,C,1
ITM3215,1,C,1
ITM6526,1,C,1
ITM6980,1,C,1
ITM5266,1,C,1
ITM5622,1,C,1
ITM2657,1,C,1
ITM5754,1,C,1
ITM5305,1,C,1
ITM5235,1,C,1
ITM6399,1,C,1
ITM864,1,C,1
ITM6329,1,C,1
ITM5324,1,C,1
ITM6197,1,C,1
ITM2786,1,C,1
ITM5461,1,C,1
ITM5288,1,C,1
ITM6567,1,C,1
ITM6859,1,C,1
ITM3199,1,C,1
ITM1058,1,C,1
ITM3792,1,C,1
ITM5472,1,C,1
ITM4610,1,C,1
ITM6214,1,C,1
ITM5494,1,C,1
ITM5240,1,C,1
ITM6410,1,C,1
ITM6990,1,C,1
ITM5414,1,C,1
ITM2689,1,C,1
ITM6960,1,C,1
ITM6892,1,C,1
ITM6897,1,C,1
ITM6534,1,C,1
ITM2443,1,C,1
ITM6858,1,C,1
ITM5911,1,C,1
ITM5437,1,C,1
ITM4544,1,C,1
ITM5439,1,C,1
ITM6586,1,C,1
ITM2053,1,C,1
ITM6961,1,C,1
ITM6937,1,C,1
ITM6855,1,C,1
ITM380,1,C,1
ITM6770,1,C,1
ITM4602,1,C,1
ITM5424,1,C,1
ITM6769,1,C,1
ITM6081,1,C,1
ITM5338,1,C,1
ITM6198,1,C,1
ITM2872,1,C,1
ITM5111,1,C,1
ITM784,1,C,1
ITM5542,1,C,1
ITM6848,1,C,1
ITM3758,1,C,1
ITM3947,1,C,1
ITM65,1,C,1
ITM3072,1,C,1
ITM6591,1,C,1
ITM6756,1,C,1
ITM6664,1,C,1
ITM5922,1,C,1
ITM6001,1,C,1
ITM59,1,C,1
ITM1761,1,C,1
ITM5760,1,C,1
ITM6968,1,C,1
ITM1196,1,C,1
ITM3165,1,C,1
ITM3860,1,C,1
ITM843,1,C,1
ITM1682,1,C,1
ITM6194,1,C,1
ITM2967,1,C,1
ITM5299,1,C,1
ITM6422,1,C,1
ITM3262,1,C,1
ITM5869,1,C,1
ITM6975,1,C,1
ITM5988,1,C,1
ITM6856,1,C,1
ITM264,1,C,1
ITM6909,1,C,1
ITM6678,1,C,1
ITM6634,1,C,1
ITM5375,1,C,1
ITM6888,1,C,1
ITM6296,1,C,1
ITM4276,1,C,1
ITM5905,1,C,1
ITM4261,1,C,1
ITM5516,1,C,1
ITM4597,1,C,1
ITM5102,1,C,1
ITM6964,1,C,1
ITM6507,1,C,1
ITM3024,1,C,1
ITM6912,1,C,1
ITM6697,1,C,1
ITM5385,1,C,1
ITM6580,1,C,1
ITM6864,1,C,1
ITM6904,1,C,1
ITM5547,1,C,1
ITM5029,1,C,1
ITM5315,1,C,1
ITM6021,1,C,1
ITM4666,1,C,1
ITM5284,1,C,1
ITM6328,1,C,1
ITM641,1,C,1
ITM5667,1,C,1
ITM6208,1,C,1
ITM4582,1,C,1
ITM6380,1,C,1
ITM5211,1,C,1
ITM1276,1,C,1
ITM6778,1,C,1
ITM2983,1,C,1
ITM2155,1,C,1
ITM6186,1,C,1
ITM6928,1,C,1
ITM2307,1,C,1
ITM6543,1,C,1
ITM6776,1,C,1
ITM6938,1,C,1
ITM6874,1,C,1
ITM6650,1,C,1
ITM1257,1,C,1
ITM6226,1,C,1
ITM4412,1,C,1
ITM5234,1,C,1
ITM6763,1,C,1
ITM5806,1,C,1
ITM6453,1,C,1
ITM6077,1,C,1
ITM4073,1,C,1
ITM5438,1,C,1
ITM6290,1,C,1
ITM5183,1,C,1
ITM3978,1,C,1
ITM5168,1,C,1
ITM5444,1,C,1
ITM4199,1,C,1
ITM6800,1,C,1
ITM3742,1,C,1
ITM6933,1,C,1
ITM6026,1,C,1
ITM5269,1,C,1
ITM2325,1,C,1
ITM6963,1,C,1
ITM5921,1,C,1
ITM22,1,C,1
ITM5115,1,C,1
ITM6940,1,C,1
ITM6202,1,C,1
ITM5502,1,C,1
ITM3418,1,C,1
ITM5413,1,C,1
ITM5521,1,C,1
ITM455,1,C,1
ITM2334,1,C,1
ITM4060,1,C,1
ITM6720,1,C,1
ITM5753,1,C,1
ITM4003,1,C,1
ITM4599,1,C,1
ITM6901,1,C,1
ITM6312,1,C,1
ITM5480,1,C,1
ITM6679,1,C,1
ITM6868,1,C,1
ITM4043,1,C,1
ITM6817,1,C,1
ITM6230,1,C,1
ITM6946,1,C,1
ITM5227,1,C,1
ITM5486,1,C,1
ITM473,1,C,1
ITM2751,1,C,1
ITM6913,1,C,1
ITM3913,1,C,1
ITM2157,1,C,1
ITM6917,1,C,1
ITM5224,1,C,1
ITM2069,1,C,1
ITM5618,1,C,1
ITM6201,1,C,1
ITM6025,1,C,1
ITM2463,1,C,1
ITM5105,1,C,1
ITM5857,1,C,1
ITM546,1,C,1
ITM6014,1,C,1
ITM4480,1,C,1
ITM1358,1,C,1
ITM2113,1,C,1
ITM6281,1,C,1
ITM4499,1,C,1
ITM5307,1,C,1
ITM5361,1,C,1
ITM6301,1,C,1
ITM5621,1,C,1
ITM5457,1,C,1
ITM2623,1,C,1
ITM6850,1,C,1
ITM2951,1,C,1
ITM6974,1,C,1
ITM5056,1,C,1
ITM6092,1,C,1
ITM5500,1,C,1
ITM4367,1,C,1
ITM5285,1,C,1
ITM6734,1,C,1
ITM6204,1,C,1
ITM6890,1,C,1
ITM6987,1,C,1
ITM6828,1,C,1
ITM596,1,C,1
ITM4193,1,C,1
ITM2067,1,C,1
ITM4334,1,C,1
ITM6866,1,C,1
ITM5055,1,C,1
ITM6738,1,C,1
ITM3631,1,C,1
ITM6985,1,C,1
ITM6893,1,C,1
ITM6849,1,C,1
ITM6450,1,C,1
ITM4180,1,C,1
ITM3622,1,C,1
ITM6812,1,C,1
ITM6191,1,C,1
ITM2037,1,C,1
ITM6969,1,C,1
ITM471,1,C,1
ITM6464,1,C,1
ITM5373,1,C,1
ITM5616,1,C,1
ITM5484,1,C,1
ITM4025,1,C,1
ITM5867,1,C,1
ITM6930,1,C,1
ITM778,1,C,1
ITM3399,1,C,1
ITM2298,1,C,1
ITM6854,1,C,1
ITM6869,1,C,1
ITM5403,1,C,1
ITM6965,1,C,1
ITM6306,1,C,1
ITM6433,1,C,1
ITM4144,1,C,1
ITM4591,1,C,1
ITM2930,1,C,1
ITM1837,1,C,1
ITM6983,1,C,1
ITM5304,1,C,1
ITM918,1,C,1
ITM2950,1,C,1
ITM4657,1,C,1
ITM6867,1,C,1
ITM4138,1,C,1
ITM4132,1,C,1
ITM6723,1,C,1
ITM5497,1,C,1
ITM4252,1,C,1
ITM6943,1,C,1
ITM5065,1,C,1
ITM571,1,C,1
ITM4509,1,C,1
ITM867,1,C,1
ITM3226,1,C,1
ITM6189,1,C,1
ITM6587,1,C,1
ITM3354,1,C,1
ITM2924,1,C,1
ITM5353,1,C,1
ITM5116,1,C,1
ITM5257,1,C,1
ITM770,1,C,1
